,Unnamed: 0,Common name,Scientific name,Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,Catalogue number,License,month,breeding stage,sex,life_stage
105,105,Northern Goshawk,Accipiter gentilis,,Lars Edenius,2018-08-08,04:30,"Bäcksjön, Umeå, Västerbottens län",Sweden,63.9334,20.3735,70,"begging call, juvenile","Time intervals between calls shortened

bird-seen:no

playback-used:no","Spinus spinus,Anthus trivialis,Grus grus",429760,//creativecommons.org/licenses/by-nc-sa/4.0/,8.0,Fledging,,juvenile
106,106,Northern Goshawk,Accipiter gentilis,,Lars Edenius,2018-08-04,21:00,"Bäcksjön, Umeå, Västerbottens län",Sweden,63.9334,20.3735,70,"begging call, juvenile","At least two birds in the area

bird-seen:no

playback-used:no",,429219,//creativecommons.org/licenses/by-nc-sa/4.0/,8.0,Fledging,,juvenile
107,107,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2013-06-15,08:30,"Le Bois-Plage-en-Ré, Charente-Maritime, Nouvelle-Aquitaine",France,46.1802,-1.3598,10,call,"differents call near the nest from 14 to 15/06

bird-seen:yes

playback-used:no",,428839,//creativecommons.org/licenses/by-nc-sa/4.0/,6.0,Incubation and nesting,,
108,108,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2013-06-21,08:30,"La Flotte, Charente-Maritime, Nouvelle-Aquitaine",France,46.1699,-1.3435,20,call,"

bird-seen:yes

playback-used:no",,428837,//creativecommons.org/licenses/by-nc-sa/4.0/,6.0,Incubation and nesting,,
109,109,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2013-05-06,11:00,"Le Bois-Plage-en-Ré, Charente-Maritime, Nouvelle-Aquitaine",France,46.1802,-1.3598,10,call,"

bird-seen:yes

playback-used:no",,428827,//creativecommons.org/licenses/by-nc-sa/4.0/,5.0,Incubation and nesting,,
110,110,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2011-04-17,08:00,"Rivedoux-Plage, Charente-Maritime, Nouvelle-Aquitaine",France,46.165,-1.2991,10,call,"

bird-seen:yes

playback-used:no",,428826,//creativecommons.org/licenses/by-nc-sa/4.0/,4.0,Incubation and nesting,,
111,111,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2015-03-23,11:00,"La Flotte, Charente-Maritime, Nouvelle-Aquitaine",France,46.177,-1.3462,10,"call, female","femelle calling

bird-seen:yes

playback-used:no",,426227,//creativecommons.org/licenses/by-nc-sa/4.0/,3.0,"Territory-building, courtship",male,
112,112,Northern Goshawk,Accipiter gentilis,,Romuald Mikusek,2018-07-03,18:30,"Gmina Rymanów, krośnieński, Województwo podkarpackie",Poland,49.4867,21.8302,650,"begging call, call, juvenile","not less than 3 juv; same as: XC425918

bird-seen:yes

playback-used:no",,425921,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,juvenile
113,113,Northern Goshawk,Accipiter gentilis,,Romuald Mikusek,2018-07-03,18:30,"Gmina Rymanów, krośnieński, Województwo podkarpackie",Poland,49.4867,21.8302,650,"begging call, call, juvenile","not less than 3 juv; same as: XC425918, adult call

bird-seen:yes

playback-used:no",,425920,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,juvenile
114,114,Northern Goshawk,Accipiter gentilis,,Romuald Mikusek,2018-07-03,18:30,"Gmina Rymanów, krośnieński, Województwo podkarpackie",Poland,49.4867,21.8302,650,"begging call, call, juvenile","not less than 3 juv; same as: XC425918

bird-seen:yes

playback-used:no",,425919,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,juvenile
115,115,Northern Goshawk,Accipiter gentilis,,Romuald Mikusek,2018-07-03,13:00,"Gmina Rymanów, krośnieński, Województwo podkarpackie",Poland,49.4867,21.8302,650,"begging call, call, juvenile","not less than 3 juv

bird-seen:yes

playback-used:no",,425918,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,juvenile
116,116,Northern Goshawk,Accipiter gentilis,,Romuald Mikusek,2018-06-25,17:00,"Gmina Komańcza, Sanok County, Województwo podkarpackie",Poland,49.4343,21.8766,550,"begging call, call, juvenile","3 pull in the nest, few days before leaving a nest, 1 eating by himself, adult at the beginning of record probably, same as XC425760

bird-seen:yes

playback-used:no","Fringilla coelebs,Regulus regulus",425761,//creativecommons.org/licenses/by-nc-sa/4.0/,6.0,Incubation and nesting,,juvenile
117,117,Northern Goshawk,Accipiter gentilis,,Romuald Mikusek,2018-06-25,17:00,"Gmina Komańcza, Sanok County, Województwo podkarpackie",Poland,49.4343,21.8766,550,"call, juvenile","3 pull in nest, near to leaving a nest, 1 eating by himself, adult at the beginning probably

bird-seen:yes

playback-used:no","Fringilla coelebs,Regulus regulus",425760,//creativecommons.org/licenses/by-nc-sa/4.0/,6.0,Incubation and nesting,,juvenile
118,118,Northern Goshawk,Accipiter gentilis,,Jorge Leitão,2016-07-30,12:43,"Praias e mata de Montedor, Carreço, Viana do Castelo, Viana do Castelo",Portugal,41.7561,-8.8709,40,"call, flight call","

bird-seen:yes

playback-used:no",,425729,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,
119,119,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2014-04-25,10:30,Île de Ré,France,46.244,-1.511,0,call,"Call for one bird after 30 s call of two birds

bird-seen:no

playback-used:no",,425339,//creativecommons.org/licenses/by-nc-sa/4.0/,4.0,Incubation and nesting,,
120,120,Northern Goshawk,Accipiter gentilis,,JACOB Hervé,2014-04-12,21:30,"Sainte-Marie-de-Ré, Charente-Maritime, Nouvelle-Aquitaine",France,46.1572,-1.3021,10,call,"

bird-seen:yes

playback-used:no",,425329,//creativecommons.org/licenses/by-nc-sa/4.0/,4.0,Incubation and nesting,,
121,121,Northern Goshawk,Accipiter gentilis,,Stein Ø. Nilsen,2018-07-09,12:00,Straumsbukta SNI,Norway,69.578,18.64,10,"begging call, female","Zoom H5 & Micboosters.com EM-172 stereo on bamboo ca. 20 cm apart. Overnight recording near the nest with 2 juvs. Female begging/contactsound.

bird-seen:yes

playback-used:no","Phylloscopus trochilus,Acanthis flammea,Corvus cornix",424430,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,male,
122,122,Northern Goshawk,Accipiter gentilis,,Stein Ø. Nilsen,2018-07-09,12:00,Straumsbukta SNI,Norway,69.578,18.64,10,"call, female","Zoom H5 & Micboosters.com EM-172 stereo on bamboo ca. 20 cm apart. Overnight recording near the nest with 2 juvs, ab. 15 meters from nest, level 9 on the H5. Mic mounted 50 cm above ground on juniper bush. Most probably female calling to male bird.

bird-seen:yes

playback-used:no","Poecile montanus,Phylloscopus trochilus",424429,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,male,
123,123,Northern Goshawk,Accipiter gentilis,,Stein Ø. Nilsen,2018-07-09,00:00,Straumsbukta SNI,Norway,69.578,18.64,10,"begging call, juvenile","Zoom H5 & Micboosters.com EM-172 stereo on bamboo ca. 20 cm apart. Overnight recording near the nest with 2 juvs.

bird-seen:yes

playback-used:no",Phylloscopus trochilus,424428,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,juvenile
124,124,Northern Goshawk,Accipiter gentilis,,Stein Ø. Nilsen,2018-07-09,00:00,Straumsbukta SNI,Norway,69.578,18.64,10,"begging call, juvenile","Zoom H5 & Micboosters.com EM-172 stereo on bamboo ca. 20 cm apart. Overnight recording near the nest with 2 juvs.

bird-seen:yes

playback-used:no",,424427,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,,juvenile
125,125,Northern Goshawk,Accipiter gentilis,,Stein Ø. Nilsen,2018-07-09,02:30,Straumsbukta SNI,Norway,69.578,18.64,10,"begging call, female","Zoom H5 & Micboosters.com EM-172 stereo on bamboo ca. 20 cm apart. Adult bird calling in end of recording, overnight recording near the nest with 2 juvs. Also insects buzzing.

bird-seen:yes

playback-used:no","Phylloscopus trochilus,Acanthis flammea,Larus canus",424426,//creativecommons.org/licenses/by-nc-sa/4.0/,7.0,Fledging,male,
126,126,Northern Goshawk,Accipiter gentilis,,Alvaro Ortiz Troncoso,2018-06-20,18:23,Berlin,Germany,52.5349,13.3933,40,juvenile,"18:30 I wanted to check on the goshawk fledgling that I saw hopping on the ground yesterday (XC421170). The fledgling is probably a male (small size). It is still in the same area. Calling incessantly but seemingly doing alright. It is not capable of flying but can hop to 1m height. 

18:37 Female adult delivered food in the nest on the spruce. Saw 2 juveniles come down from canopy into the nest. Larger, probably females.

19:00 ended observation. No food was delivered to the fledgling on the ground.

Recorded with a directional microphone. 100 Hz low-cut filter. Location obscured to protect the nest. Urban area, human voices audible. 

Foto: https://www.inaturalist.org/observations/13617615

bird-seen:yes

playback-used:no",,421497,//creativecommons.org/licenses/by-sa/4.0/,6.0,Incubation and nesting,,juvenile
127,127,Northern Goshawk,Accipiter gentilis,,Frank Roos,2018-05-23,14:18,"Westbroek, De Bilt, Utrecht",Netherlands,52.1592,5.1173,0,call,"

bird-seen:no

playback-used:no",,416502,//creativecommons.org/licenses/by-nc-sa/4.0/,5.0,Incubation and nesting,,
128,128,Northern Goshawk,Accipiter gentilis,gentilis,Jarek Matusiak,2018-03-22,16:00,"Secymin, Middle Vistula River",Poland,52.39,20.431,70,"begging call, call, copulation, female","Starting from begging call of female, strong wind

bird-seen:yes",,406838,//creativecommons.org/licenses/by-nc-sa/4.0/,3.0,"Territory-building, courtship",male,
129,129,Northern Goshawk,Accipiter gentilis,gentilis,Jarek Matusiak,2018-03-22,16:00,"Secymin, Middle Vistula River",Poland,52.39,20.431,70,"begging call, begging for food, female","Usual call of female begging for food in the time of egg lying - similar to juvenile

bird-seen:yes",,406836,//creativecommons.org/licenses/by-nc-sa/4.0/,3.0,"Territory-building, courtship",male,
130,130,Northern Goshawk,Accipiter gentilis,gentilis,Jarek Matusiak,2018-03-22,16:00,"Secymin, Middle Vistula River",Poland,52.39,20.431,70,"alarm call, female, male","

bird-seen:yes",,406834,//creativecommons.org/licenses/by-nc-sa/4.0/,3.0,"Territory-building, courtship",male,
131,131,Northern Goshawk,Accipiter gentilis,,Elias A. Ryberg,2018-03-12,13:27,"Ringsaker, Hedmark",Norway,61.1672,10.9019,240,"female, male","Copulation sound

bird-seen:no

playback-used:no","Parus major,Pyrrhula pyrrhula,Cyanistes caeruleus",405653,//creativecommons.org/licenses/by-nc-sa/4.0/,3.0,"Territory-building, courtship",male,
132,132,Northern Goshawk,Accipiter gentilis,,Elias A. Ryberg,2018-03-12,13:07,"Ringsaker, Hedmark",Norway,60.8594,11.1081,240,call,"

bird-seen:yes

playback-used:no",Parus major,405652,//creativecommons.org/licenses/by-nc-sa/4.0/,3.0,"Territory-building, courtship",,
133,133,Northern Goshawk,Accipiter gentilis,,Livon,2016-06-07,07:21,"Rīga, Industrial zone , Riga",Latvia,56.9796,24.1392,10,"call, female","Female on the nest with one remaining young. I think it are begging calls of the female and that the male arrived nearby with a prey for her. She was watching something outside the nest. After she flies away you can also hear the usual chattering calls. Perhaps also small calls of male. I have not seen her coming back soon with prey.

Recorded from webcam Goshawk (Vistu vanags), Industrial zone Riga, Latvia

bird-seen:yes

playback-used:no","Fringilla coelebs,Phylloscopus collybita",394963,//creativecommons.org/licenses/by-nc-nd/4.0/,6.0,Incubation and nesting,male,
134,134,Northern Goshawk,Accipiter gentilis,,Jack Berteau,2014-05-17,07:30,"Poitiers, Vienne, Nouvelle-Aquitaine",France,46.5813,0.3375,110,call,"For the safety of the birds, the location is imprecise.
Mixed forest.

bird-seen:no

playback-used:no",Fringilla coelebs,388950,//creativecommons.org/licenses/by-nc-sa/4.0/,5.0,Incubation and nesting,,
135,135,Northern Goshawk,Accipiter gentilis,,Alvaro Ortiz Troncoso,2017-07-17,20:30,"Brandenburg (near  Glienicke/Nordbahn), Brandenburg",Germany,52.6258,13.332,60,"call, juvenile","Two juveniles in canopy.

bird-seen:yes

playback-used:no",,382022,//creativecommons.org/licenses/by-sa/4.0/,7.0,Fledging,,juvenile
136,136,Northern Goshawk,Accipiter gentilis,,Peter Boesman,2017-07-16,8:30,"Boortmeerbeek, Vlaams-Brabant, Vlaanderen",Belgium,50.9652,4.5391,10,call,"

bird-seen:no

playback-used:no",,379970,//creativecommons.org/licenses/by-nc-nd/4.0/,7.0,Fledging,,
